./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.26-p-random  48.00% 23.58 11.2 31.04 13.7 42.00% 22.38 13.27 30.52 13.91 0.06
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.36-p-random  51.00% 24.35 12.04 30.43 11.11 42.00% 24.45 11.48 33.29 11.8 0.09
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.13-p-random  50.00% 27.32 11.65 30.48 12.83 43.00% 26.75 13.35 31.49 13.12 0.07
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.22-p-random  50.00% 23.4 12.36 34.96 11.12 44.00% 26.82 14.95 30.86 10.35 0.06
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.34-p-random  44.00% 28.11 13.64 35.77 11.18 45.00% 25.07 12.53 30.84 13.81 -0.01
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.33-p-random  43.00% 22.54 13.11 30.51 12.42 46.00% 25.26 11.84 30.61 11 -0.03
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.23-p-#mnt#20240819_gen5#train#plague.pth  57.00% 23.47 12.6 33.16 11.22 46.00% 25.11 10.29 32.48 9.75 0.11
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.11-p-random  61.00% 24.85 12.49 30.13 12.68 47.00% 25.49 12.39 31.28 11.81 0.14
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.35-p-#mnt#20240819_gen5#train#plague.pth  51.00% 30.59 15.69 37.61 13.25 48.00% 23.77 12.42 29.5 11.5 0.03
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.32-p-random  54.00% 23.3 13.43 30.22 8.09 48.00% 27.19 11.36 33.62 12.85 0.0600000000000001
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.28-p-random  52.00% 25.29 11.65 33.42 12.06 49.00% 28.25 17.87 33.76 15.81 0.03
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.3-p-random  61.00% 25.51 11.71 33.54 13.33 49.00% 29.59 13.49 32.9 12.73 0.12
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.10-p-random  49.00% 26.61 11.93 34.33 11.87 50.00% 27.52 14.67 34.28 14.54 -0.01
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.29-p-#mnt#20240819_gen5#train#plague.pth  50.00% 27.52 13.03 31.72 13.53 50.00% 26.04 12.36 32.84 11.54 0
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.35-p-random  50.00% 24.24 14.06 33.88 10.62 50.00% 25.72 13.68 34.04 13.06 0
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.23-p-random  51.00% 28.22 14.13 30.82 12.85 50.00% 23.04 12.54 33.72 11.4 0.01
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.24-p-random  56.00% 23.77 12.6 34 12.53 50.00% 23.56 12.83 30.4 8.65 0.0600000000000001
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.22-p-#mnt#20240819_gen5#train#plague.pth  57.00% 26.02 11.63 32 13.53 50.00% 28.04 15.03 32.12 9.95 0.07
./records-1st/d-random-p-#mnt#20240819_gen5#train#plague.pth.32  64.00% 26.22 16.9 30.59 10.49 50.00% 23.44 10.08 31.4 13.67 0.14
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.9-p-random  58.00% 27.14 11.48 34.86 11.21 51.00% 24.88 11.56 34.51 13.78 0.07
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.1-p-random  59.00% 25.54 11.55 29.02 10.43 51.00% 26.63 16.69 33.49 12.92 0.08
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.17-p-random  60.00% 25.3 11.88 30.03 11.09 51.00% 21.61 10.21 30.71 10.48 0.09
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.2-p-random  42.00% 27.21 12.13 34.29 11.57 52.00% 26.83 13.19 32.62 14.01 -0.1
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.27-p-random  52.00% 25.42 12.96 32.58 11.52 52.00% 26.33 13.73 34.88 13.89 0
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.21-p-random  53.00% 27.72 14.4 33.96 11.47 52.00% 26.08 11.63 33.27 11.23 0.01
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.14-p-random  54.00% 23.74 10.74 30.93 11.34 52.00% 22.04 11.99 33.73 13.48 0.02
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.8-p-random  54.00% 25.04 15.12 31.52 12.01 52.00% 26.42 12.33 31.27 10.16 0.02
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.20-p-random  44.00% 27.64 14.33 31.82 11.14 53.00% 25.51 11.18 32.64 10.46 -0.09
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.20-p-#mnt#20240819_gen5#train#plague.pth  46.00% 27.33 12.39 33.26 11.41 53.00% 28.96 13.79 29.7 11.7 -0.07
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.16-p-random  49.00% 24.14 11.76 33.43 15.11 53.00% 23.77 13.83 32.83 11.26 -0.04
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.5-p-random  55.00% 23.93 12.64 32.65 11.26 53.00% 29.04 16.66 31.4 11.91 0.02
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.1-p-#mnt#20240819_gen5#train#plague.pth  56.00% 29.77 17.12 31.96 13.13 53.00% 26.19 10.82 32.23 12.6 0.03
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.30-p-#mnt#20240819_gen5#train#plague.pth  58.00% 27.52 12.63 32.83 11.6 53.00% 25.09 12.97 34.26 11.2 0.0499999999999999
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.13-p-#mnt#20240819_gen5#train#plague.pth  62.00% 27.16 13.42 31.84 13.62 53.00% 29.72 13.05 29.7 9.99 0.09
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.30-p-random  50.00% 22.32 11.94 33.36 13.15 54.00% 22.48 13.97 30.22 10 -0.04
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.33-p-#mnt#20240819_gen5#train#plague.pth  51.00% 24.84 12.11 32.59 10.71 54.00% 28.61 13.24 35.44 13.91 -0.03
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.25-p-random  53.00% 22.91 11.61 30.83 10.73 54.00% 23.87 12.36 34.26 11.13 -0.01
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.28-p-#mnt#20240819_gen5#train#plague.pth  54.00% 25.74 11.14 33.85 10.93 54.00% 26.83 11.95 33.96 13.12 0
./records-1st/d-random-p-random  54.00% 24.74 14.01 31.59 12.5 54.00% 24.74 14.01 31.59 12.5 0
./records-1st/d-#mnt#20240819_gen5#train#doctor.pth.6-p-random  55.00% 27.53 13.63 30.44 11.3 54.00% 23.61 12.58 30.26 8.35 0.01
